Q,A
더피고사리의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
더피고사리의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
더피고사리의 습도 알려 주세요.,습도는 70% 이상 
더피고사리의 비료 알려 주세요.,비료는 보통 요구함 
더피고사리의 토양 알려 주세요.,토양은 난석 4:부엽토 3:강모래 3 
더피고사리의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
더피고사리의 병충해 알려 주세요.,"병충해는 습기가 많아서 민달팽이에 침해되기 쉬우므로 민달팽이가 붙으면 약을 뿌려 주도록 하고 과습에 의한 곰팡이병도 문제가 된다. 또, 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다. "
덕구리난의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
덕구리난의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
덕구리난의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
덕구리난의 생장속도 알려 주세요.,생장속도는 느림 
덕구리난의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
덕구리난의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
덕구리난의 습도 알려 주세요.,습도는 40% 미만 
덕구리난의 비료 알려 주세요.,"비료는 거의 요구하지않음 (2회/년, 4월, 7월) "
덕구리난의 토양 알려 주세요.,토양은 배수가 잘 되는 토양 
덕구리난의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
데코라고무나무의 관리요구도 알려 주세요.,관리요구도는 필요함 
데코라고무나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
데코라고무나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
데코라고무나무의 생장속도 알려 주세요.,생장속도는 빠름 
데코라고무나무의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
데코라고무나무의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
데코라고무나무의 습도 알려 주세요.,습도는 40 에서 70% 
데코라고무나무의 비료 알려 주세요.,비료는 보통 요구함 
데코라고무나무의 토양 알려 주세요.,"토양은 중성,산성,알칼리성 / 배수 잘 됨 / 타입-Loam, Sand "
데코라고무나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
덴파레의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
덴파레의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
덴파레의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
덴파레의 생장속도 알려 주세요.,생장속도는 느림 
덴파레의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
덴파레의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
덴파레의 습도 알려 주세요.,습도는 40 에서 70% 
덴파레의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 화분 흙 대부분 말랐을때 충분히 관수함 ,가을은 화분 흙 대부분 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
도깨비고비의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
도깨비고비의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
도깨비고비의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
도깨비고비의 생장속도 알려 주세요.,생장속도는 보통 
도깨비고비의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
도깨비고비의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
도깨비고비의 습도 알려 주세요.,습도는 40% 미만 
도깨비고비의 비료 알려 주세요.,비료는 보통 요구함 
도깨비고비의 토양 알려 주세요.,토양은 중성 / 배수 잘 됨 / 타입-Loam 
도깨비고비의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
돈나무의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
돈나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
돈나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
돈나무의 생장속도 알려 주세요.,생장속도는 보통 
돈나무의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
돈나무의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
돈나무의 습도 알려 주세요.,습도는 40 에서 70% 
돈나무의 비료 알려 주세요.,비료는 보통 요구함 (수용성 봄과 여름에 격주로 줌) 
돈나무의 토양 알려 주세요.,토양은 화분용 영양토 
돈나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
돈나무의 병충해 알려 주세요.,병충해는 실내나 온실 도입 전에 병충해 검사 요함 
동백의 관리요구도 알려 주세요.,관리요구도는 필요함 
동백의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
동백의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
동백의 생장속도 알려 주세요.,생장속도는 느림 
동백의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
동백의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
동백의 습도 알려 주세요.,습도는 40 에서 70% 
동백의 비료 알려 주세요.,"비료는 많이 요구함 (유기물이 풍부, 성장기간동안 산성비료 2주에 1번) "
동백의 토양 알려 주세요.,"토양은 양토(산성, 중성), 점토, 모래, 건조토양 "
동백의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
동백의 병충해 알려 주세요.,병충해는 거미진드기 (실내나 온실 도입 전에 병충해 검사 요함.) 
둥근잎 아랄리아의 관리요구도 알려 주세요.,관리요구도는 필요함 
둥근잎 아랄리아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
둥근잎 아랄리아의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
둥근잎 아랄리아의 생장속도 알려 주세요.,생장속도는 보통 
둥근잎 아랄리아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
둥근잎 아랄리아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
둥근잎 아랄리아의 습도 알려 주세요.,습도는 40 에서 70% 
둥근잎 아랄리아의 비료 알려 주세요.,비료는 보통 요구함 
둥근잎 아랄리아의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
듀란타의 관리요구도 알려 주세요.,관리요구도는 필요함 
듀란타의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
듀란타의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
듀란타의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
듀란타의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
듀란타의 습도 알려 주세요.,습도는 40 에서 70% 
듀란타의 비료 알려 주세요.,비료는 보통 요구함 
듀란타의 토양 알려 주세요.,토양은 화분용 영양토 
듀란타의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
드라세나  '송오브자마이카'의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
드라세나  '송오브자마이카'의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
드라세나  '송오브자마이카'의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
드라세나  '송오브자마이카'의 생장속도 알려 주세요.,생장속도는 보통 
드라세나  '송오브자마이카'의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
드라세나  '송오브자마이카'의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
드라세나  '송오브자마이카'의 습도 알려 주세요.,습도는 40 에서 70% 
드라세나  '송오브자마이카'의 비료 알려 주세요.,비료는 보통 요구함 
드라세나  '송오브자마이카'의 토양 알려 주세요.,토양은 물빠짐이 좋으면서 보수력을 지닌 토양 
드라세나  '송오브자마이카'의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
드라세나  '송오브자마이카'의 병충해 알려 주세요.,"병충해는 불소 화합물 독성 때문에 잎끝이 갈변되고 살충제로 인해 잎가장자리가 타기도 함. 응애, 깍지벌레 등, 과습이 심할 경우 부패, 시들, 잎반점 등 나타남. "
드라세나  '와네끼'의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
드라세나  '와네끼'의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
드라세나  '와네끼'의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
드라세나  '와네끼'의 생장속도 알려 주세요.,생장속도는 보통 
드라세나  '와네끼'의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
드라세나  '와네끼'의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
드라세나  '와네끼'의 습도 알려 주세요.,습도는 40 에서 70% 
드라세나  '와네끼'의 비료 알려 주세요.,비료는 보통 요구함. (수용성비료 2주에 한번 줌) 
드라세나  '와네끼'의 토양 알려 주세요.,토양은 화분용 영양토 
드라세나  '와네끼'의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
드라세나  '와네끼'의 병충해 알려 주세요.,병충해는 가정과 온실 도입시 유의 제거 
드라세나 '송오브인디아'의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
드라세나 '송오브인디아'의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
